YEAR,CONAME,SALES,ROEPER,ROA,MKTVAL,GVKEY,TICKER,EXEC_FULLNAME,TITLEANN,SALARY,BONUS,TDC1,RSTKGRNT,OPTION_AWARDS_BLK_VALUE,Majority_Independent,Nom,CG,Comp,Audit
2001,LONE STAR TECHNOLOGIES,650.2,5.392,2.927,443.485,006797,LSS,Rhys J. Best,president & CEO,416.667,150,7118.463,4450,2066.296,1,0,0,0,0
2002,LONE STAR TECHNOLOGIES,523.7,-22.137,-11.291,424.261,006797,LSS,Rhys J. Best,"chairman, president & CEO",437.5,75,1312.51,0,764.01,1,0,0,0,0
2003,LONE STAR TECHNOLOGIES,534.1,-27.735,-11.849,457.571,006797,LSS,Rhys J. Best,"chairman, president & CEO",450,0,1207.172,0,720.172,1,0,0,0,0
2004,LONE STAR TECHNOLOGIES,966.8,28.491,15.618,971.578,006797,LSS,Rhys J. Best,chairman & CEO,452,950,2664.769,638.25,587.2190000000001,1,0,0,0,0
2005,LONE STAR TECHNOLOGIES,1285.1,34.927,22.833,1579.401,006797,LSS,Rhys J. Best,chairman & CEO,492,1050,2761.12,1181.52,0,1,0,0,0,0
2000,LANDSTAR SYSTEM INC,1418.492,41.901,12.203,465.342,021440,LSTR,Jeffrey C. Crowe,chairman & CEO,420,765,1782.61,0,336.929,1,0,0,0,0
2001,LANDSTAR SYSTEM INC,1392.771,36.439,11.736,586.388,021440,LSTR,Jeffrey C. Crowe,chairman & CEO,420,0,1264.478,0,434.063,1,1,0,0,0
2002,LANDSTAR SYSTEM INC,1506.555,33.014,12.282,923.138,021440,LSTR,Jeffrey C. Crowe,chairman & CEO,420,950,3308.845,0,1757.975,1,1,0,0,0
2003,LANDSTAR SYSTEM INC,1596.571,35.575,11.563,1134.657,021440,LSTR,Jeffrey C. Crowe,chairman & CEO,436,850,2002.617,0,695.329,1,1,0,1,1
2004,LANDSTAR SYSTEM INC,2021.282,33.768,12.296,2232.397,021440,LSTR,Henry H. Gerkens,president & CEO,357,3000,5157.393,0,1783.153,1,1,1,1,1
2005,LANDSTAR SYSTEM INC,2520.523,47.482,15.727,2442.875,021440,LSTR,Henry H. Gerkens,president & CEO,400,3000,6316.581,0,2897.621,1,1,1,1,1
2000,LUCENT TECHNOLOGIES INC,33813,6.423,3.445,102063.836,062599,LU,Richard A. McGinn,chairman & CEO,1100,0,116091.765,0,114818.6,1,1,1,1,0
2001,LUCENT TECHNOLOGIES INC,21294,-128.803,-42.176,19555.86,062599,LU,Henry Brewer Schacht,chairman & CEO,1008.333,0,27662.787,0,26454.546,1,1,1,1,0
2005,LUCENT TECHNOLOGIES INC,9441,316,7.226,14445.759,062599,LU,Patricia F. Russo,chairman & CEO,1200,3550,13500.383,3400,5220.543,1,0,0,0,0
2000,LUBYS INC,493.384,4.638,2.486,123.31,006831,LUB,Barry J. C. Parker,pres. & CEO,402.5,0,573.328,0,168.794,1,0,0,0,0
2001,LUBYS INC,467.161,-18.644,-9.02,196.892,006831,LUB,Barry J. C. Parker,president & CEO,499.992,0,499.992,0,0,1,0,0,0,0
2003,LUBYS INC,318.521,-1.921,-.905,64.81699999999999,006831,LUB,"Christopher J. Pappas, Jr.",president & CEO,100,0,100,0,0,1,0,0,0,0
2005,LUFKIN INDUSTRIES INC,492.167,17.062,12.38,729.648,006836,LUFK,Douglas V. Smith,president & CEO,450,550,1408.026,0,373.524,1,1,1,0,0
2000,SOUTHWEST AIRLINES,5649.56,18.116,9.374000000000001,16827.064,009882,LUV,Herbert D. Kelleher,"chairman, president & CEO",447.708,172,885.668,0,149.738,1,0,0,0,1
2002,SOUTHWEST AIRLINES,5485.771,5.45,2.691,10767.593,009882,LUV,James F. Parker,vice chairman & CEO,305.241,187,631.409,0,95.349,1,0,0,0,0
2003,SOUTHWEST AIRLINES,5937,8.749000000000001,4.475,12705.263,009882,LUV,James F. Parker,vice chairman & CEO,330.773,187,657.301,0,78.759,1,1,0,0,1
2004,SOUTHWEST AIRLINES,6530,5.666,2.761,12691.611,009882,LUV,James F. Parker,vice chairman & CEO,337.46,225,690.591,0,80.435,1,1,1,0,1
2005,SOUTHWEST AIRLINES,7584,8.210000000000001,3.854,13024.488,009882,LUV,Gary C. Kelly,vice chairman & CEO,404.719,275,816.856,0,68.157,1,1,1,0,1
2000,LILLIAN VERNON CORP,287.094,-.6899999999999999,-.528,75.95,013693,LVC,Lillian Vernon,chairman & CEO,468,0,1351.561,0,234.962,0,0,0,0,0
2001,LILLIAN VERNON CORP,259.634,-9.943,-7.527,55.536,013693,LVC,Lillian Vernon,chairman & CEO,459.36,0,1172.501,0,108.485,0,0,0,0,0
2000,LEXMARK INTL INC  -CL A,3807,36.731,13.766,5726.859,061552,LXK,Paul J. Curlander,chairman & CEO,704.671,0,16007.359,0,15297.602,1,0,0,0,0
2001,LEXMARK INTL INC  -CL A,4142.8,25.43,11.168,7669.469,061552,LXK,Paul J. Curlander,chairman & CEO,786.9589999999999,152.415,10078.104,2504,5157.278,1,0,0,0,1
2002,LEXMARK INTL INC  -CL A,4356.4,33.903,13.059,7618.644,061552,LXK,Paul J. Curlander,chairman & CEO,846.438,1250,7705.187,0,5603.649,1,0,0,0,1
2003,LEXMARK INTL INC  -CL A,4754.7,26.732,12.729,10103.431,061552,LXK,Paul J. Curlander,chairman & CEO,875,1630,8419.743,0,5908.743,1,0,0,0,0
2004,LEXMARK INTL INC  -CL A,5313.8,27.303,13.789,10972.48,061552,LXK,Paul J. Curlander,chairman & CEO,943.75,1410.382,10613.086,0,8237.156000000001,1,0,0,0,0
2005,LEXMARK INTL INC  -CL A,5221.5,24.939,10.699,5202.432,061552,LXK,Paul J. Curlander,chairman & CEO,991.346,160,8357.556,0,7183.262,1,0,0,0,0
2004,LEXINGTON REALTY TRUST,158.419,5.741,2.164,1094.43,029052,LXP,T. Wilson Eglin,"president, CEO & chief operating officer",380,154.254,1358.008,822.4400000000001,0,1,0,0,0,0
2000,LYONDELL CHEMICAL CO,4036,41.048,6.67,1800.138,015110,LYO,Dan F. Smith,president & CEO,1018.004,1546.552,5492.997,0,2434.707,1,0,0,0,0
2001,LYONDELL CHEMICAL CO,3226,-19.359,-2.163,1684.678,015110,LYO,Dan F. Smith,president & CEO,1018.004,741.2089999999999,5786.242,0,3536.514,1,1,1,1,1
2002,LYONDELL CHEMICAL CO,3262,-11.281,-1.786,1624.619,015110,LYO,Dan F. Smith,president & CEO,1018.004,509.226,5626.681,0,2912.201,1,1,1,1,1
2003,LYONDELL CHEMICAL CO,3801,-26.125,-3.957,2997.455,015110,LYO,Dan F. Smith,president & CEO,1050.036,0,7734.953,644.3150000000001,1849.035,1,0,0,1,0
2004,LYONDELL CHEMICAL CO,5968,2.02,.339,5896.904,015110,LYO,Dan F. Smith,president & CEO,1050.036,559.249,7192.144,1111.188,855.653,1,1,1,0,0
2005,LYONDELL CHEMICAL CO,18606,17.653,3.545,5881.611,015110,LYO,Dan F. Smith,president & CEO,1150,1129.3,16596.58,706.5170000000001,1019.707,1,0,0,0,0
2000,LUBRIZOL CORP,1775.78,15.687,7.111,1340.854,006830,LZ,William G. Bares,"chairman, president & CEO",762.013,465,2189.367,0,915.208,1,1,0,1,0
2001,LUBRIZOL CORP,1844.644,12.172,5.662,1793.625,006830,LZ,William G. Bares,"chairman, president & CEO",802.581,304,3263.358,0,2106.721,1,1,1,1,0
2002,LUBRIZOL CORP,1983.867,14.527,6.788,1569.195,006830,LZ,William G. Bares,"chairman, president & CEO",823.789,900,3012.801,0,1239.885,1,1,1,1,0
2003,LUBRIZOL CORP,2052.123,9.522,4.673,1676.666,006830,LZ,William G. Bares,"chairman, president & CEO",852.054,505,2109.189,0,0,1,1,1,1,1
2004,LUBRIZOL CORP,3159.5,6.137,2.048,2459.299,006830,LZ,James L. Hambrick,"chairman, president & CEO",623.881,800,1580.708,0,0,1,1,1,1,0
2005,LUBRIZOL CORP,4042.7,11.568,4.152,2953.501,006830,LZ,James L. Hambrick,"chairman, president & CEO",808.659,818.5,4433.689,0,2677.535,1,1,1,1,0
2000,LA-Z-BOY INC,2256.197,9.83,5.59,1084.662,006543,LZB,Gerald L. Kiser,president & chief operating officer,383.7,0,709.429,0,147.594,1,0,0,0,0
2001,LA-Z-BOY INC,2153.952,8.654,5.32,1828.535,006543,LZB,Gerald L. Kiser,president & CEO,383.7,135.83,837.12,0,189.896,1,0,0,0,0
2002,LA-Z-BOY INC,2111.83,15.755,8.557,1093.172,006543,LZB,Gerald L. Kiser,president & CEO,479.997,207.4,1512.516,0,354.624,1,0,0,0,0
2003,LA-Z-BOY INC,1998.876,.484,.241,1095.851,006543,LZB,Kurt L. Darrow,president & CEO,491.321,209.425,1136.411,0,358.859,1,0,0,0,0
2004,LA-Z-BOY INC,2048.381,6.276,3.225,617.657,006543,LZB,Kurt L. Darrow,president & CEO,604.08,316.794,1407.135,206.584,187.679,1,0,0,0,0
2005,LA-Z-BOY INC,1916.777,-.596,-.313,792.2430000000001,006543,LZB,Kurt L. Darrow,president & CEO,630.513,286.746,1553.878,310.753,277.457,1,0,0,0,0
2005,MACERICH CO,843.688,5.935,.6840000000000001,4024.372,029868,MAC,"Arthur M. Coppola, CPA",president & CEO,650,0,2606.426,1875,0,1,0,0,0,0
2000,MAF BANCORP INC,380.546,14.587,1.089,656.736,020075,MAFB,Allen H. Koranda,chairman & CEO,333.84,222.114,1140.356,0,493.007,1,0,0,0,0
2001,MAF BANCORP INC,393.766,13.645,1.063,663.249,020075,MAFB,Allen H. Koranda,chairman & CEO,350.391,222.734,1171.448,0,480.213,0,0,0,0,0
2002,MAF BANCORP INC,385.853,14.751,1.246,790.33,020075,MAFB,Allen H. Koranda,chairman & CEO,368.881,248.804,1302.453,0,439.583,0,0,0,0,0
2003,MAF BANCORP INC,388.063,9.254,.9340000000000001,1381.82,020075,MAFB,Allen H. Koranda,chairman & CEO,398.772,205.704,1314.549,0,472.523,0,0,0,0,0
2004,MAF BANCORP INC,497.459,10.419,1.049,1504.159,020075,MAFB,Allen H. Koranda,chairman & CEO,443.923,0,1268.972,0,623.678,0,0,0,0,0
2005,MAF BANCORP INC,559.832,10.566,.985,1326.767,020075,MAFB,Allen H. Koranda,chairman & CEO,445.385,183.92,1033.09,0,367.813,0,0,0,0,0
2000,MANPOWERGROUP,10842.8,23.123,5.629,2880.514,014370,MAN,Jeffrey A. Joerres,president & CEO,700,587.549,2859.854,0,1036.415,0,0,0,0,0
2001,MANPOWERGROUP,10483.8,15.289,3.844,2563.308,014370,MAN,Jeffrey A. Joerres,"chairman, president & CEO",700,0,1681.674,0,953.35,1,0,0,0,0
2002,MANPOWERGROUP,10610.9,11.321,3.058,2447.496,014370,MAN,Jeffrey A. Joerres,"chairman, president & CEO",700,300,4734.322,0,3709.769,1,0,0,0,0
2003,MANPOWERGROUP,12184.5,10.509,3.14,3668.379,014370,MAN,Jeffrey A. Joerres,"chairman, president & CEO",840,1264,3669.471,1090.6,427.234,1,0,0,0,0
2004,MANPOWERGROUP,14930,11.302,4.205,4357.046,014370,MAN,Jeffrey A. Joerres,"chairman, president & CEO",840,1624,4672.481,881.6,861.976,1,0,0,0,0
2005,MANPOWERGROUP,16080.4,12.117,4.671,4061.031,014370,MAN,Jeffrey A. Joerres,"chairman, president & CEO",1000,1625,8742.438,3027.375,2600.815,1,0,0,0,0
2003,MANHATTAN ASSOCIATES INC,195.966,9.571,8.273999999999999,827.846,109826,MANH,Richard M. Haddrill,president & CEO,357.305,471.81,829.115,0,0,1,0,0,0,0
2004,MANHATTAN ASSOCIATES INC,214.919,9.25,7.618,717.857,109826,MANH,Peter F. Sinisgalli,president & CEO,277.084,0,8937.43,10,8650.346,1,0,0,0,0
2005,MANHATTAN ASSOCIATES INC,246.404,9.073,6.816,566.886,109826,MANH,Peter F. Sinisgalli,president & CEO,350,470.467,3100.053,0,2279.586,0,0,0,0,0
2004,MANTECH INTL CORP,842.422,7.708,5.284,411.201,146171,MANT,George J. Pedersen,chairman & CEO,1171.936,0,1319.991,0,0,1,0,0,0,0
2005,MANTECH INTL CORP,980.29,14.051,9.568,501.508,146171,MANT,George J. Pedersen,chairman & CEO,1200.591,600,1985.232,0,0,1,0,0,0,0
2004,MAPINFO CORP,124.673,3.838,2.526,218.376,029661,MAPS,Mark P. Cattini,president & CEO,330,462,1739.218,0,940.718,1,0,0,0,1
2005,MAPINFO CORP,149.424,6.931,4.802,253.232,029661,MAPS,Mark P. Cattini,president & CEO,370,444,1298.391,0,477.391,1,0,0,0,0
2000,MARRIOTT INTL INC,10080,14.662,5.815,10139.282,028930,MAR,"John Willard Marriott, Jr.",chairman & CEO,1000,1166.6,2602.735,233.31,0,0,0,0,0,0
2001,MARRIOTT INTL INC,10152,6.786,2.591,9795.878000000001,028930,MAR,"John Willard Marriott, Jr.",chairman & CEO,760.9690000000001,0,7396.796,0,6455.896,1,0,0,0,0
2002,MARRIOTT INTL INC,8441,12.287,5.292,7815.5,028930,MAR,"John Willard Marriott, Jr.",chairman & CEO,1019.231,1202.285,8093.104,0,5755.096,1,0,0,1,1
2003,MARRIOTT INTL INC,9014,12.402,5.821,10683.057,028930,MAR,"John Willard Marriott, Jr.",chairman & CEO,1000,1118,8690.125,0,6362.089,1,0,0,0,1
2004,MARRIOTT INTL INC,10099,14.555,6.853,14083.084,028930,MAR,"John Willard Marriott, Jr.",chairman & CEO,1040,1225.536,7859.801,0,5341.719,1,0,0,0,0
2005,MARRIOTT INTL INC,11550,20.541,7.831,13954.539,028930,MAR,"John Willard Marriott, Jr.",chairman & CEO,1076.454,1295.943,9755.322,2750.066,2811.612,1,0,0,0,0
2000,MASCO CORP,7243,17.271,7.641,11716.351,007085,MAS,Richard A. Manoogian,chairman & CEO,1200,576,10737.672,6338,2539.672,1,0,0,0,0
2001,MASCO CORP,8358,4.818,2.162,11243.54,007085,MAS,Richard A. Manoogian,chairman & CEO,1200,576,18326.34,180,16286.34,1,0,0,0,0
2002,MASCO CORP,9419.4,12.885,5.66,10356.6,007085,MAS,Richard A. Manoogian,chairman & CEO,1350,1680,9263.950000000001,718,5420.95,1,0,0,0,0
2003,MASCO CORP,10936,13.563,6.091,12694.996,007085,MAS,Richard A. Manoogian,chairman & CEO,1500,2400,9543.951999999999,1218,4320.952,1,0,0,0,1
2004,MASCO CORP,12074,17.149,7.416,16365.44,007085,MAS,Richard A. Manoogian,chairman & CEO,1500,3000,13899.588,3002,6292.588,1,0,0,0,1
2005,MASCO CORP,12642,17.987,6.943,12794.522,007085,MAS,Richard A. Manoogian,chairman & CEO,1500,1425,8680.347,1426,4088.447,1,1,1,0,0
2000,MATTEL INC,4669.942,12.129,3.945,6162.299,007116,MAT,Robert A. Eckert,chairman & CEO,788.986,4034.874,27509.866,7711.516,14782.506,1,0,0,1,0
2001,MATTEL INC,4804.062,17.885,6.848,7404.204,007116,MAT,Robert A. Eckert,chairman & CEO,1250,802.5,2182.802,0,0,1,0,0,0,0
2002,MATTEL INC,4885.34,22.997,10.204,8373.317999999999,007116,MAT,Robert A. Eckert,chairman & CEO,1250,2500,14912.281,0,3034.787,1,1,1,0,0
2003,MATTEL INC,4960.1,24.259,11.918,8283.903,007116,MAT,Robert A. Eckert,chairman & CEO,1250,633.998,15739.179,0,2893.539,1,0,0,0,1
2004,MATTEL INC,5102.786,24.005,12.041,8087.707,007116,MAT,Robert A. Eckert,chairman & CEO,1250,984.3440000000001,5881.051,0,2281.666,1,0,0,0,0
2005,MATTEL INC,5179.016,19.842,9.538,6388.369,007116,MAT,Robert A. Eckert,chairman & CEO,1250,468.75,4086.254,0,2116.028,1,1,1,0,0
2005,MARTEK BIOSCIENCES CORP,217.852,3.257,2.642,979.073,029278,MATK,"Henry Linsert, Jr.",CEO,505.123,133.238,1181.797,0,537.2859999999999,1,0,0,0,0
2000,MBIA INC,1057.454,12.517,3.805,7292.714,013561,MBI,"Joseph Warner Brown, Jr.",chairman & CEO,750,0,9462.719999999999,1373.077,6944.136,1,0,0,0,0
2001,MBIA INC,1137.782,12.193,3.6,7959.389,013561,MBI,"Joseph Warner Brown, Jr.",chairman & CEO,750,0,9199.375,1373.111,6680.778,1,0,0,0,0
2002,MBIA INC,1223.356,10.682,3.113,6364.568,013561,MBI,"Joseph Warner Brown, Jr.",chairman & CEO,750,0,11894.106,1600,7438.07,1,0,0,0,0
2003,MBIA INC,1760.549,12.999,2.688,8536.761,013561,MBI,"Joseph Warner Brown, Jr.",chairman & CEO,750,2000,11365.905,3020.855,4228.184,1,0,0,0,0
2004,MBIA INC,2049.816,12.814,2.544,8905.078,013561,MBI,Gary Charles Dunton,CEO,779.247,0,9500.554,1925,4588.459,1,0,0,0,0
2005,MBIA INC,2265.498,10.803,2.06,8065.17,013561,MBI,Gary Charles Dunton,CEO,825,1650,8372.513999999999,0,3361.776,1,0,0,0,0
2000,MCDONALD'S CORP,14243,21.482,9.119,44584.404,007154,MCD,Jack M. Greenberg,chairman & CEO,1274.25,1263.797,9454.499,0,6466.155,1,0,0,0,0
2001,MCDONALD'S CORP,14870,17.248,7.263,34025.65,007154,MCD,Jack M. Greenberg,chairman & CEO,1374.84,1200,10377.534,0,7545.296,1,0,0,0,0
2002,MCDONALD'S CORP,15405.7,9.65,4.139,20410.553,007154,MCD,Jack M. Greenberg,chairman & CEO,1400,800,8618.651,0,6162.238,1,0,0,0,0
2003,MCDONALD'S CORP,17140.5,12.587,5.909,31513.342,007154,MCD,James R. Cantalupo,chairman & CEO,1400,2125,7996.872,2289.6,2010.072,1,0,0,0,0
2004,MCDONALD'S CORP,19064.7,16.044,8.185,40305.992,007154,MCD,Charles H. Bell,president & CEO,1014.8,3185,7659.389,0,3011.251,1,0,0,0,0
2005,MCDONALD'S CORP,20460.2,17.181,8.677,42439.048,007154,MCD,James A. Skinner,vice chairman & CEO,1100,2000,3429.8,0,0,1,0,0,0,0
2003,MCDATA CORP  -CL A,418.86,-10.328,-5.191,1025.075,138607,MCDTA,"John A. Kelley, Jr.",president & CEO,390.854,125,3674.321,590.606,2553.328,1,0,0,0,0
2004,MCDATA CORP  -CL A,399.66,-5.254,-2.551,487.807,138607,MCDTA,"John A. Kelley, Jr.","chairman, president & CEO",404.237,348.032,1104.224,0,346.633,1,0,0,0,0
2005,MCDATA CORP  -CL A,614.433,-5.541,-2.669,639.979,138607,MCDTA,"John A. Kelley, Jr.","chairman, president & CEO",429.166,103.26,2457.279,675,1240.15,1,0,0,0,0
2000,MICROCHIP TECHNOLOGY INC,715.73,15.149,12.299,3264.503,027965,MCHP,Stephen Sanghi,president & CEO,437.408,201.413,4726.196,0,3725.426,1,0,0,0,1
2001,MICROCHIP TECHNOLOGY INC,571.254,8.814,7.433,5563.055,027965,MCHP,Stephen Sanghi,president & CEO,426.839,2.134,3441.671,0,3010.55,1,0,0,0,1
2002,MICROCHIP TECHNOLOGY INC,651.462,8.455,6.979,4048.635,027965,MCHP,Stephen Sanghi,president & CEO,458.937,9.956,10240.046,0,9768.191999999999,1,0,0,0,1
2003,MICROCHIP TECHNOLOGY INC,699.26,10.395,8.462,5497.923,027965,MCHP,Stephen Sanghi,president & CEO,459.321,71.33,4204.753,0,3671.059,1,1,1,0,1
2004,MICROCHIP TECHNOLOGY INC,846.936,14.389,11.762,5390.573,027965,MCHP,Stephen Sanghi,president & CEO,468.327,1062.652,6137.199,0,4602.552,1,1,1,0,1
2005,MICROCHIP TECHNOLOGY INC,927.893,14.041,10.311,7733.86,027965,MCHP,Stephen Sanghi,president & CEO,488.407,1453.575,3828.579,0,1881.749,1,1,1,0,0
2000,MCKESSON CORP,42010,-1.222,-.37,7595.636,007171,MCK,John H. Hammergren,co-president & co-CEO,823.556,2300,10476.731,0,7161.648,1,0,0,1,0
2001,MCKESSON CORP,50006,10.624,3.142,10759.403,007171,MCK,John H. Hammergren,president & CEO,947.596,3000,21531.847,0,16066.965,1,0,0,1,0
2002,MCKESSON CORP,57120.8,12.412,3.916,7253.558,007171,MCK,John H. Hammergren,"chairman, president & CEO",991.26,2500,17781.592,1250,8437.905000000001,1,0,0,0,0
2003,MCKESSON CORP,69506.10000000001,12.516,3.981,8757.664000000001,007171,MCK,John H. Hammergren,"chairman, president & CEO",995,2250,22771.277,5357.7,10017.173,1,0,0,0,1
2004,MCKESSON CORP,80514.60000000001,-2.971,-.835,11143.762,007171,MCK,John H. Hammergren,"chairman, president & CEO",1058.077,2200,19612.65,7389.209,4711.513,1,0,0,0,0
2005,MCKESSON CORP,88050,12.477,3.514,15958.401,007171,MCK,John H. Hammergren,"chairman, president & CEO",1309.615,4000,22934.667,12760.02,4096.405,1,0,0,0,0
2004,MOODY'S CORP,1438.3,133.89,30.894,12845.115,139665,MCO,"John Rutherfurd, Jr.",chairman & CEO,900,1739.78,5677.693,741.253,2093.454,1,0,0,0,0
2005,MOODY'S CORP,1731.6,181.254,38.485,18143.468,139665,MCO,"Raymond W. McDaniel, Jr.",chairman & CEO,675,1600,5508.256,1031.094,2089.803,1,1,1,1,1
2000,MICREL INC,322.475,29.219,23.332,2869.905,031147,MCRL,Raymond D. Zinn,"chairman, president & CEO",307.477,400,720.732,0,0,1,0,0,0,0
2001,MICREL INC,217.808,.176,.156,2436.295,031147,MCRL,Raymond D. Zinn,"chairman, president & CEO",301.251,0,316.565,0,0,1,0,0,0,0
2002,MICREL INC,204.704,-14.984,-12.399,823.134,031147,MCRL,Raymond D. Zinn,"chairman, president & CEO",308.625,0,325.354,0,0,1,1,1,0,1
2003,MICREL INC,211.726,1.709,1.436,1433.823,031147,MCRL,Raymond D. Zinn,"chairman, president & CEO",301.625,0,342.882,0,24.461,1,1,1,0,1
2004,MICREL INC,257.551,10.97,9.35,992.4829999999999,031147,MCRL,Raymond D. Zinn,"chairman, president & CEO",322.826,222.1,1954.693,0,1395.184,1,1,1,1,1
2005,MICREL INC,250.356,9.840999999999999,7.936,995.256,031147,MCRL,Raymond D. Zinn,"chairman, president & CEO",312.559,312.26,1228.572,0,579.606,1,0,0,0,0
2000,MICROS SYSTEMS INC,359.651,9.903,5.808,320.129,007331,MCRS,A. L. Giannopoulos,pres. & CEO,448.927,0,2740.348,0,2284.921,1,0,0,1,1
2001,MICROS SYSTEMS INC,325.394,-.443,-.257,382.822,007331,MCRS,A. L. Giannopoulos,"chairman, president & CEO",500.5,0,1513.937,0,1008.187,1,0,0,1,1
2002,MICROS SYSTEMS INC,367.163,6.862,3.912,485.645,007331,MCRS,A. L. Giannopoulos,"chairman, president & CEO",577.5,180,763,0,0,1,0,0,1,1
2003,MICROS SYSTEMS INC,400.191,9.846,5.887,572.22,007331,MCRS,A. L. Giannopoulos,"chairman, president & CEO",690,433,1937.943,0,808.943,1,0,0,0,0
2004,MICROS SYSTEMS INC,487.443,12.655,7.945,888.165,007331,MCRS,A. L. Giannopoulos,"chairman, president & CEO",820,590,3170.866,0,1754.366,1,0,0,1,1
2005,MICROS SYSTEMS INC,597.264,15.546,9.805999999999999,1701.887,007331,MCRS,A. L. Giannopoulos,"chairman, president & CEO",1000,702,3988.203,0,2279.203,1,0,0,0,0
2000,MARCUS CORP,379.132,3.773,1.679,412.884,007022,MCS,Stephen H. Marcus,"chairman, president & CEO",440,269.714,716.775,0,0,0,0,0,0,0
2001,MARCUS CORP,389.833,6.343,2.899,424.807,007022,MCS,Stephen H. Marcus,"chairman, president & CEO",458.077,246.964,710.48,0,0,1,0,0,0,0
2002,MARCUS CORP,396.915,5.22,2.556,400.612,007022,MCS,Stephen H. Marcus,"chairman, president & CEO",478.077,255.644,740.331,0,0,1,0,0,0,0
2003,MARCUS CORP,409.207,6.251,3.304,482.744,007022,MCS,Stephen H. Marcus,"chairman, president & CEO",498,324,827.701,0,0,1,0,0,0,0
2004,MARCUS CORP,272.707,3.897,2.443,667.928,007022,MCS,Stephen H. Marcus,"chairman, president & CEO",517.846,355.68,1072.774,0,0,1,0,0,0,0
2005,MARCUS CORP,289.244,7.456,3.826,540.521,007022,MCS,Stephen H. Marcus,"chairman, president & CEO",537.769,334.368,880.18,0,0,1,0,0,0,0
2005,MERCURY GENERAL CORP,2991.913,15.752,6.266,3178.812,017035,MCY,George Victor Joseph,chairman & CEO,682.5,1322.524,2032.13,0,0,1,0,0,0,0
2000,MDC HOLDINGS INC,1750.484,25.569,11.615,695.311,006865,MDC,Larry A. Mizel,chairman & CEO,900,6304.383,8637.674000000001,0,1427.516,1,0,0,1,1
2001,MDC HOLDINGS INC,2124.91,23.816,13.075,1003.4,006865,MDC,Larry A. Mizel,chairman & CEO,1000,7993.26,13029.626,0,4031.116,1,0,0,1,1
2002,MDC HOLDINGS INC,2317.551,20.898,10.488,1019.591,006865,MDC,Larry A. Mizel,chairman & CEO,1000,8512.976000000001,13171.785,0,3563.783,1,0,0,0,0
2003,MDC HOLDINGS INC,2919.302,20.89,10.774,1897.59,006865,MDC,Larry A. Mizel,chairman & CEO,1000,10852.916,18360.404,0,6393.095,1,0,0,0,0
2004,MDC HOLDINGS INC,4008.254,27.57,14.02,2871.364,006865,MDC,Larry A. Mizel,chairman & CEO,1000,20119.338,28093.46,0,6874.776,1,0,0,0,0
2005,MDC HOLDINGS INC,4884.16,25.906,13.102,2764.308,006865,MDC,Larry A. Mizel,chairman & CEO,1000,20500,26983.128,0,5416.288,1,0,0,0,0
2000,MEREDITH CORP,1097.165,18.7,4.933,1593.08,007260,MDP,William Turnbull Kerr,chmn. & CEO,650,836,2740.273,0,1232.483,1,0,0,0,0
2001,MEREDITH CORP,1053.213,15.912,4.957,1655.773,007260,MDP,William Turnbull Kerr,chairman & CEO,690,382.062,2828.541,0,1734.689,1,0,0,0,0
2002,MEREDITH CORP,987.829,17.998,6.258,1895.018,007260,MDP,William Turnbull Kerr,chairman & CEO,725,375,2504.852,0,1336.309,1,0,0,0,0
2003,MEREDITH CORP,1080.104,18.186,6.339,2193.372,007260,MDP,William Turnbull Kerr,chairman & CEO,765,1235,3831.993,0,1741.345,1,0,0,0,0
2004,MEREDITH CORP,1161.652,18.806,7.553,2708.049,007260,MDP,William Turnbull Kerr,chairman & CEO,900,2250,7839.207,0,4677.092,1,0,0,0,0
2005,MEREDITH CORP,1221.289,19.66,8.593,2410.731,007260,MDP,William Turnbull Kerr,chairman & CEO,990,2600,6177.48,0,2490.192,1,0,0,0,0
2001,MIDAS INC,328,8.994,3.126,171.385,066438,MDS,Wendel H. Province,chairman & CEO,600,0,2273.194,400,491.474,1,0,0,1,1
2002,MIDAS INC,333,-32.122,-9.069000000000001,96.29600000000001,066438,MDS,Wendel H. Province,chairman & CEO,450,0,1455.603,0,0,1,0,0,1,1
2003,MIDAS INC,311,-211.08,-26.888,217.589,066438,MDS,Alan D. Feldman,president & CEO,635.227,300,4222.305,1136.85,2100.154,1,0,0,0,1
2004,MIDAS INC,197.5,8.384,1.639,315.4,066438,MDS,Alan D. Feldman,president & CEO,680,510,3008.837,373,1378.476,1,1,1,1,1
2005,MIDAS INC,192.5,4.444,.92,294.751,066438,MDS,Alan D. Feldman,president & CEO,725,520,3050.346,1108.5,627.472,1,1,1,0,0
2000,MEDTRONIC PLC,5551.8,18.985,14.86,53904.853,007228,MDT,William W. George,chairman & CEO,1000,860.3099999999999,9645.709000000001,0,7733.356,1,0,1,0,0
2001,MEDTRONIC PLC,6410.8,15.301,9.023999999999999,54256.297,007228,MDT,"Arthur D. Collins, Jr.",president & CEO,950,891.936,7746.773,0,5551.744,1,0,0,0,1
2002,MEDTRONIC PLC,7665.2,20.234,12.985,58220.124,007228,MDT,"Arthur D. Collins, Jr.",chairman & CEO,1025,1368.683,9475.93,2000.035,5025.648,1,0,1,0,0
2003,MEDTRONIC PLC,9087.200000000001,21.585,13.885,61167.713,007228,MDT,"Arthur D. Collins, Jr.",chairman & CEO,1070,970.169,9064.154,2000.009,4954.391,0,0,0,0,0
